session_id,event_type,location,occurred_at_jst
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:54:53
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:54:53
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:54:52
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__init__,2025/12/18 14:54:48
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__del__,2025/12/18 14:54:39
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:54:37
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:54:24
4813a711-2dc9-41db-9945-8b8d96addf05,file,member.py,2025/12/18 14:54:19
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.return_book,2025/12/18 14:53:20
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.borrow_book,2025/12/18 14:51:41
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:51:38
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.borrow_book,2025/12/18 14:49:54
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:49:51
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:49:41
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member.__str__,2025/12/18 14:49:39
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member._random_id,2025/12/18 14:49:36
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member.__init__,2025/12/18 14:49:21
4813a711-2dc9-41db-9945-8b8d96addf05,file,member.py,2025/12/18 14:49:18
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:49:13
4813a711-2dc9-41db-9945-8b8d96addf05,check,Library.add_book-line-2,2025/12/18 14:49:12
4813a711-2dc9-41db-9945-8b8d96addf05,check,Library.add_book-line-1,2025/12/18 14:49:12
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:48:54
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:48:52
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:48:39
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.remove_book,2025/12/18 14:48:38
4813a711-2dc9-41db-9945-8b8d96addf05,uncheck,Library.add_book-line-2,2025/12/18 14:48:26
4813a711-2dc9-41db-9945-8b8d96addf05,check,Library.add_book-line-2,2025/12/18 14:48:25
4813a711-2dc9-41db-9945-8b8d96addf05,uncheck,Library.add_book-line-2,2025/12/18 14:48:25
4813a711-2dc9-41db-9945-8b8d96addf05,check,Library.add_book-line-2,2025/12/18 14:48:24
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:47:59
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:47:57
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:47:54
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:47:52
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:47:41
4813a711-2dc9-41db-9945-8b8d96addf05,check,Book-classvar-0-line-1,2025/12/18 14:47:18
4813a711-2dc9-41db-9945-8b8d96addf05,uncheck,Book-classvar-0-line-1,2025/12/18 14:47:07
4813a711-2dc9-41db-9945-8b8d96addf05,check,Book-classvar-0-line-1,2025/12/18 14:46:57
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__init__,2025/12/18 14:46:25
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:46:23
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:46:18
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:46:10
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:46:09
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:46:02
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:46:01
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:45:56
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:45:38
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.remove_book,2025/12/18 14:44:53
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:44:52
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.remove_book,2025/12/18 14:44:29
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:44:11
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:44:09
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:44:08
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member.__str__,2025/12/18 14:44:05
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member._random_id,2025/12/18 14:44:01
4813a711-2dc9-41db-9945-8b8d96addf05,method,Member.__init__,2025/12/18 14:43:56
4813a711-2dc9-41db-9945-8b8d96addf05,file,member.py,2025/12/18 14:43:54
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__init__,2025/12/18 14:42:58
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:42:57
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:42:56
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:42:56
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:42:54
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__init__,2025/12/18 14:42:42
4813a711-2dc9-41db-9945-8b8d96addf05,method,Book.__del__,2025/12/18 14:42:39
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:42:38
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:42:12
4813a711-2dc9-41db-9945-8b8d96addf05,file,book.py,2025/12/18 14:42:05
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:42:00
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.remove_book,2025/12/18 14:41:59
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:41:41
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:41:40
4813a711-2dc9-41db-9945-8b8d96addf05,file,main.py,2025/12/18 14:41:37
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.add_book,2025/12/18 14:41:22
4813a711-2dc9-41db-9945-8b8d96addf05,method,Library.__init__,2025/12/18 14:41:16
4813a711-2dc9-41db-9945-8b8d96addf05,file,library.py,2025/12/18 14:41:14
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.return_book,2025/12/18 13:07:01
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.remove_member,2025/12/18 13:06:46
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.borrow_book,2025/12/18 13:06:43
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.remove_member,2025/12/18 13:06:41
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.add_member,2025/12/18 13:06:31
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 13:06:30
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,main.py,2025/12/18 13:06:25
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.add_member,2025/12/18 13:05:47
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.remove_member,2025/12/18 13:05:31
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.add_member,2025/12/18 13:05:28
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.add_book,2025/12/18 13:05:22
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 13:05:20
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__str__,2025/12/18 13:05:19
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 13:05:03
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 13:04:56
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 13:04:02
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__str__,2025/12/18 13:04:01
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 13:03:56
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 13:03:51
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,book.py,2025/12/18 13:03:48
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,main.py,2025/12/18 13:03:34
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,check,Library.borrow_book-line-15,2025/12/18 13:03:28
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.borrow_book,2025/12/18 13:03:00
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.__init__,2025/12/18 13:02:54
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.borrow_book,2025/12/18 13:02:17
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.return_book,2025/12/18 13:01:01
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 13:00:59
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 13:00:52
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 13:00:50
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.return_book,2025/12/18 13:00:44
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 13:00:42
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 13:00:40
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.return_book,2025/12/18 13:00:20
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.borrow_book,2025/12/18 13:00:18
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 13:00:15
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 13:00:14
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,book.py,2025/12/18 13:00:12
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,main.py,2025/12/18 12:59:59
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 12:59:31
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 12:59:25
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 12:59:11
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 12:59:08
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__str__,2025/12/18 12:59:07
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 12:59:04
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Library.borrow_book,2025/12/18 12:57:37
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 12:57:32
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 12:57:28
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__str__,2025/12/18 12:57:24
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 12:57:18
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member._random_id,2025/12/18 12:57:13
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Member.__init__,2025/12/18 12:57:11
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,member.py,2025/12/18 12:57:09
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Book.__init__,2025/12/18 12:57:06
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,book.py,2025/12/18 12:57:05
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,main.py,2025/12/18 12:57:00
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Book.__str__,2025/12/18 12:56:55
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Book.__del__,2025/12/18 12:56:53
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,method,Book.__init__,2025/12/18 12:56:42
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,book.py,2025/12/18 12:56:41
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,main.py,2025/12/18 12:56:30
978a7f0f-7dbf-44c1-b69e-9cda7be9011e,file,library.py,2025/12/18 12:56:26
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:19:45
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,member.py,2025/12/18 11:19:44
9eb03933-a8cc-4f0f-a071-346af4ce2d01,uncheck,Library.add_book-line-2,2025/12/18 11:19:42
9eb03933-a8cc-4f0f-a071-346af4ce2d01,uncheck,Library.add_book-line-1,2025/12/18 11:19:41
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:19:40
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:19:39
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:18:47
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:18:46
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:18:33
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:18:19
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.__init__,2025/12/18 11:18:09
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:17:59
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:17:58
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:17:47
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__str__,2025/12/18 11:17:44
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:17:43
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:17:40
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:17:34
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Library.add_book-line-1,2025/12/18 11:17:32
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:17:23
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:17:21
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:17:14
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:17:12
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:17:08
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:17:01
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:16:39
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:16:38
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:16:35
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:16:18
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:16:17
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:16:06
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Book.__del__-line-2,2025/12/18 11:16:04
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Book.__del__-line-3,2025/12/18 11:16:00
9eb03933-a8cc-4f0f-a071-346af4ce2d01,uncheck,Book.__del__-line-2,2025/12/18 11:16:00
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Book.__del__-line-2,2025/12/18 11:15:57
9eb03933-a8cc-4f0f-a071-346af4ce2d01,uncheck,Book.__del__-line-3,2025/12/18 11:15:57
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:15:47
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:15:25
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__str__,2025/12/18 11:15:24
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:15:23
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:15:21
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Library.add_book-line-2,2025/12/18 11:15:03
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:14:56
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:14:51
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.__init__,2025/12/18 11:14:45
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:14:36
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:14:34
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:14:31
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:14:30
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:14:14
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.__init__,2025/12/18 11:14:11
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:14:10
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:14:04
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Book.__del__-line-3,2025/12/18 11:14:00
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:13:50
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__str__,2025/12/18 11:13:42
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:13:27
9eb03933-a8cc-4f0f-a071-346af4ce2d01,check,Book.__init__-line-2,2025/12/18 11:13:04
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:12:32
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:12:17
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:12:16
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:12:08
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:12:05
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:11:54
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:11:12
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:11:09
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,main.py,2025/12/18 11:10:34
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.borrow_book,2025/12/18 11:10:27
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_member,2025/12/18 11:10:21
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:10:09
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.remove_book,2025/12/18 11:10:06
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.add_book,2025/12/18 11:09:58
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Library.__init__,2025/12/18 11:09:56
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,library.py,2025/12/18 11:09:55
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Member.__str__,2025/12/18 11:09:53
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Member._random_id,2025/12/18 11:09:40
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Member.__init__,2025/12/18 11:09:35
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,member.py,2025/12/18 11:09:33
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__str__,2025/12/18 11:09:29
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:09:19
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:08:59
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__del__,2025/12/18 11:08:57
9eb03933-a8cc-4f0f-a071-346af4ce2d01,method,Book.__init__,2025/12/18 11:08:53
9eb03933-a8cc-4f0f-a071-346af4ce2d01,file,book.py,2025/12/18 11:08:41
6cab2260-984a-437d-a90b-42ea2b4b2548,check,Library.borrow_book-line-18,2025/12/16 16:29:20
6cab2260-984a-437d-a90b-42ea2b4b2548,check,Library.borrow_book-line-16,2025/12/16 16:28:21
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.borrow_book,2025/12/16 16:27:50
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.return_book,2025/12/16 16:27:48
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.borrow_book,2025/12/16 16:27:45
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.remove_member,2025/12/16 16:27:44
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_member,2025/12/16 16:27:43
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.remove_book,2025/12/16 16:27:32
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.__init__,2025/12/16 16:27:31
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_book,2025/12/16 16:27:30
6cab2260-984a-437d-a90b-42ea2b4b2548,file,library.py,2025/12/16 16:27:28
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__str__,2025/12/16 16:27:27
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__del__,2025/12/16 16:27:24
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__init__,2025/12/16 16:27:19
6cab2260-984a-437d-a90b-42ea2b4b2548,file,book.py,2025/12/16 16:27:18
6cab2260-984a-437d-a90b-42ea2b4b2548,file,main.py,2025/12/16 16:27:06
6cab2260-984a-437d-a90b-42ea2b4b2548,check,Library.borrow_book-line-19,2025/12/16 16:26:43
6cab2260-984a-437d-a90b-42ea2b4b2548,check,Library.borrow_book-line-15,2025/12/16 16:26:31
6cab2260-984a-437d-a90b-42ea2b4b2548,uncheck,Library.borrow_book-line-15,2025/12/16 16:26:31
6cab2260-984a-437d-a90b-42ea2b4b2548,check,Library.borrow_book-line-15,2025/12/16 16:26:27
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.borrow_book,2025/12/16 16:25:54
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.return_book,2025/12/16 16:25:37
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.borrow_book,2025/12/16 16:24:59
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_member,2025/12/16 16:24:57
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.remove_book,2025/12/16 16:24:53
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_book,2025/12/16 16:24:51
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.__init__,2025/12/16 16:24:50
6cab2260-984a-437d-a90b-42ea2b4b2548,file,library.py,2025/12/16 16:24:48
6cab2260-984a-437d-a90b-42ea2b4b2548,file,main.py,2025/12/16 16:24:24
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_member,2025/12/16 16:24:10
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.remove_book,2025/12/16 16:23:54
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_book,2025/12/16 16:23:47
6cab2260-984a-437d-a90b-42ea2b4b2548,file,library.py,2025/12/16 16:23:45
6cab2260-984a-437d-a90b-42ea2b4b2548,file,main.py,2025/12/16 16:23:41
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_book,2025/12/16 16:23:34
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.__init__,2025/12/16 16:23:22
6cab2260-984a-437d-a90b-42ea2b4b2548,file,library.py,2025/12/16 16:23:21
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__str__,2025/12/16 16:23:15
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__del__,2025/12/16 16:23:08
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__init__,2025/12/16 16:23:03
6cab2260-984a-437d-a90b-42ea2b4b2548,file,book.py,2025/12/16 16:23:01
6cab2260-984a-437d-a90b-42ea2b4b2548,file,main.py,2025/12/16 16:22:56
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__init__,2025/12/16 16:22:50
6cab2260-984a-437d-a90b-42ea2b4b2548,file,book.py,2025/12/16 16:22:49
6cab2260-984a-437d-a90b-42ea2b4b2548,file,main.py,2025/12/16 16:21:59
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.add_book,2025/12/16 16:21:58
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Library.__init__,2025/12/16 16:21:57
6cab2260-984a-437d-a90b-42ea2b4b2548,file,library.py,2025/12/16 16:21:55
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Member.__str__,2025/12/16 16:21:54
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Member._random_id,2025/12/16 16:21:53
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Member.__init__,2025/12/16 16:21:52
6cab2260-984a-437d-a90b-42ea2b4b2548,file,member.py,2025/12/16 16:21:50
6cab2260-984a-437d-a90b-42ea2b4b2548,method,Book.__init__,2025/12/16 16:21:31
6cab2260-984a-437d-a90b-42ea2b4b2548,file,book.py,2025/12/16 16:21:27
e87a9bda-7533-4de0-be74-82f20f3de114,file,main.py,2025/12/16 11:04:27
e87a9bda-7533-4de0-be74-82f20f3de114,check,Book.__str__-line-1,2025/12/16 11:04:16
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__str__,2025/12/16 11:04:08
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 11:04:00
e87a9bda-7533-4de0-be74-82f20f3de114,check,Book.__init__-line-2,2025/12/16 11:03:45
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 11:03:42
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 11:03:41
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 11:03:39
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_member,2025/12/16 11:03:31
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 11:03:28
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 11:03:26
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 11:03:25
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 11:03:23
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 11:03:22
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 11:03:19
