,bug_report,Book → Book.__init__,Book → Book.__del__,Book → Book.__str__,Member → Member.__init__,Member → Member.__str__,Member → Member._random_id,Library → Library.__init__,Library → Library.add_book,Library → Library.remove_book,Library → Library.add_member,Library → Library.remove_member,Library → Library.borrow_book,Library → Library.return_book,"main → Book | book1 = Book(""The Hitchhiker's Guide to the Galaxy...","main → Book | book2 = Book(""Pride and Prejudice"", ""Jane Austen"",...","main → Book | book3 = Book(""1984"", ""George Orwell"", ""978-0451524...","main → Book | book4 = Book(""To Kill a Mockingbird"", ""Harper Lee""...","main → Book | book5 = Book(""The Great Gatsby"", ""F. Scott Fitzger...","main → Member | member1 = Member(""Alice"")...","main → Member | member2 = Member(""Bob"")...",main → Library | library = Library(max_borrowed_books=3)...,"main → Library | library.add_book([book1, book2, book3, book4, book...",main → Library | library.add_member(member1)...,main → Library | library.add_member(member2)...,"main → Library | library.borrow_book(member1.member_id, [book1.isbn...","main → Library | library.borrow_book(member2.member_id, [book4.isbn...","main → Library | library.return_book(member1.member_id, [book1.isbn...",main → Library | library.remove_book([book5.isbn])...,Book.__init__ → Book,Book.__del__ → Book,Member.__init__ → Member._random_id,Library.add_book → Book,Library.remove_book → Book,Library.remove_book → Book,Library.remove_book → Book,Library.add_member → Member,Library.remove_member → Member,Library.borrow_book → Book,Library.borrow_book → Book,Library.borrow_book → Book,Library.borrow_book → Member,Library.borrow_book → Member,Library.return_book → Book,Library.return_book → Book,Library.return_book → Member,Library.return_book → Member
Book.__init__ → Book,0.044483869103078715,0.11660037081605844,0.08337985498982657,0.08337985498982657,0.06523558719622259,0.08337985498982657,0.05404858931654701,0.052595448486474246,0.3221217486832826,0.12447888414236344,0.23700686617148894,0.06495448173926212,0.10373087474608222,0.10099200544199,0.08626884530849073,0.1105546466156982,0.14646274441162116,0.10671333164374278,0.113048702406675,0.07320464193757313,0.07320464193757313,0.048794217835328335,0.31618359763644643,0.36193405731805783,0.36193405731805783,0.46570106659731364,0.39564661700819703,0.38824839808841516,0.42003147799988483,1.0,0.6428946325991916,0.2009759055998679,0.3976736864363428,0.1849575462407611,0.25465017741668805,0.218061691902801,0.14709587312178415,0.15395184819441443,0.08238857741552097,0.15556286479660106,0.1684573139251661,0.09077175639727375,0.298934898264398,0.1684573139251661,0.14848808916242076,0.09077175639727375,0.3221406209331322
Book.__del__ → Book,0.056870752066252105,0.1879245867960533,0.1221873112756388,0.1221873112756388,0.09559816336891551,0.1221873112756388,0.04606589586335079,0.07707492939011192,0.1668907468918474,0.14773401529640776,0.10319191039430707,0.09518622309898939,0.12310986511512369,0.11985932055526995,0.07352738886407519,0.09422630456423653,0.1248309644570265,0.09095233168697858,0.09635200138255018,0.06239269988084061,0.06239269988084061,0.041587567519504876,0.2229902388519956,0.1991207377543328,0.1991207377543328,0.6002582125553292,0.48379523315584505,0.4747487181766465,0.5090196383163917,0.6428946325991916,1.0000000000000002,0.22083515710412405,0.5465609950284434,0.3170604139040718,0.4012703370959543,0.37380864796576435,0.22091823383543327,0.23121498704897347,0.14214281853771055,0.23363451748773686,0.2350900763306375,0.15660609398380354,0.3311643896939183,0.2350900763306375,0.16593497490514392,0.15660609398380354,0.35687202379624594
Member.__init__ → Member._random_id,0.07870114651635421,0.06630218293964639,0.1220510315123059,0.1220510315123059,0.09549153940818701,0.1220510315123059,0.5067449687723551,0.07698896503729553,0.11230376035050674,0.09941285396857642,0.30354207006374456,0.419800865368272,0.28521364249190473,0.2776829734173251,0.04737116211938633,0.06070676000306055,0.08042428741410647,0.05859745213371997,0.06207627318927134,0.3155562834922343,0.3155562834922343,0.07142474185598682,0.08016019215104445,0.40600943229132075,0.40600943229132075,0.33605214118576926,0.44864041767275437,0.4402512646166657,0.20882570283791585,0.2009759055998679,0.22083515710412405,1.0,0.13347639295180522,0.06304357117525175,0.11843873734070007,0.07432726089572435,0.4518994125507748,0.3132663326566656,0.060300002078575936,0.11385608739515769,0.07672463761267505,0.3971334802376201,0.31973798367281003,0.07672463761267505,0.06762956481572713,0.3971334802376201,0.3445586085608717
Library.add_book → Book,0.09639123858678264,0.11927909864237524,0.0688664493255046,0.0688664493255046,0.05388043983065632,0.0688664493255046,0.06731316495846768,0.18246873618257153,0.31734705836999005,0.18598026131656425,0.0581603801064114,0.05364826462827376,0.15498126710236657,0.15088920255345536,0.16408910831052997,0.21028232518802725,0.2785819265955865,0.2029758874324959,0.21502618595670522,0.09117048568297827,0.09117048568297827,0.18974952638420475,0.5146655389564248,0.1203518415540111,0.1203518415540111,0.6948269380639891,0.6228160610223479,0.611169987561535,0.6963595820744857,0.3976736864363428,0.5465609950284434,0.13347639295180522,1.0,0.3519542928136167,0.5883605392951692,0.6218636084000855,0.4297601336367176,0.45834616081556284,0.22811611639950488,0.46314248696092936,0.7450902452779158,0.4261852212781238,0.421982849774935,0.7450902452779158,0.3187428164346978,0.4261852212781238,0.45474054062900926
Library.remove_book → Book,0.06693198294212596,0.11267580998679896,0.06505400398716121,0.06505400398716121,0.05089761969585664,0.06505400398716121,0.0,0.11049014201182383,0.16117190851414,0.05298770619398481,0.05494062255850993,0.050678297708307604,0.04415577109451172,0.04298989944496363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06443483036769311,0.024168167478394086,0.05684458293551978,0.05684458293551978,0.25875243764745504,0.18653035806523394,0.1830424161371893,0.19218169199745427,0.1849575462407611,0.3170604139040718,0.06304357117525175,0.3519542928136167,1.0000000000000002,0.47996082796264283,0.33690486314033585,0.12158620553041419,0.3608328901133989,0.8539675243488072,0.36460879656340517,0.21733471927661818,0.10083549179175422,0.18343800092169385,0.21733471927661818,0.050108998800727785,0.10083549179175422,0.19767792874882506
Library.remove_book → Book,0.08553165347408573,0.10584093203238357,0.061107849282345764,0.061107849282345764,0.047810186653820495,0.061107849282345764,0.0,0.20970692257499635,0.15139527301000283,0.04977348918535858,0.05160794227894495,0.047604168666640245,0.041477296393957544,0.040382146139144565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15879022211635294,0.12597906078311186,0.10679281807856413,0.10679281807856413,0.4179166070568009,0.3919548219384222,0.3846256361076622,0.41379197211710317,0.25465017741668805,0.4012703370959543,0.11843873734070007,0.5883605392951692,0.47996082796264283,1.0,0.5518034983431994,0.32211087544395917,0.6695042588397615,0.362778195657082,0.8703972554448727,0.447077021129475,0.3050675171976402,0.39513117964594024,0.447077021129475,0.4600834180766047,0.3050675171976402,0.4258044286572469
Library.remove_book → Book,0.07891162993571806,0.1328427969641018,0.4962007350534635,0.0766975257988455,0.06000739786121717,0.0766975257988455,0.0,0.13026593288773458,0.190018843632623,0.06247157305854463,0.06477402708244627,0.059748821097800484,0.05205887701174553,0.05068433485540102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07596753099848713,0.12962466893994112,0.06701876285865634,0.06701876285865634,0.39617771434118526,0.36733900844633366,0.3604701151323658,0.4138367860489067,0.218061691902801,0.37380864796576435,0.07432726089572435,0.6218636084000855,0.33690486314033585,0.5518034983431994,1.0,0.3102416323288838,0.41203783112297165,0.20138119516715766,0.4163495675162225,0.49411155033388393,0.3248608837694029,0.2162701747144865,0.49411155033388393,0.05907762770500064,0.3248608837694029,0.23305879901055043
Library.add_member → Member,0.12877195615217182,0.03017452308619927,0.055546160092721536,0.055546160092721536,0.04345877515121847,0.055546160092721536,0.1278912567694828,0.08787173670585927,0.05111011823619798,0.045243389043017904,0.42738007936285216,0.4826721797093256,0.2676585600921091,0.26059140852312557,0.032508409191003534,0.04165994893403525,0.055191080969548265,0.04021243867128268,0.04259977588904245,0.46906429673967154,0.46906429673967154,0.09803030496758672,0.11451316256046129,0.5098145961519025,0.5098145961519025,0.44984848767638325,0.607536746099723,0.5961763814302466,0.2884578361977328,0.14709587312178415,0.22091823383543327,0.4518994125507748,0.4297601336367176,0.12158620553041419,0.32211087544395917,0.3102416323288838,1.0,0.6871673162730908,0.11629494188755972,0.30964771162648563,0.39698904204053054,0.9714187636000006,0.34241225585339374,0.39698904204053054,0.15321461276692777,0.9714187636000006,0.3689930394749889
Library.remove_member → Member,0.11192377458937006,0.08837112944064555,0.16267620500453792,0.16267620500453792,0.12727627983544648,0.16267620500453792,0.14479401679293943,0.26544902268739173,0.2402224823081108,0.13250281961482452,0.27012049552653367,0.34173536992712494,0.24441327016531927,0.23795987810815955,0.0,0.0,0.0,0.0,0.0,0.13798777391957345,0.13798777391957345,0.15106547390715463,0.11985049372645926,0.24559057176485394,0.24559057176485394,0.360503269996467,0.4573659519124238,0.44881363958813447,0.3019025351719805,0.15395184819441443,0.23121498704897347,0.3132663326566656,0.45834616081556284,0.3608328901133989,0.6695042588397615,0.41203783112297165,0.6871673162730908,1.0,0.34512994137613007,0.6435996964963895,0.42532783926981965,0.697768345745254,0.4374606679824956,0.42532783926981965,0.21857216360525145,0.697768345745254,0.4714198711354921
Library.borrow_book → Book,0.06401919553881122,0.033801574150289115,0.06222294363275883,0.06222294363275883,0.048682625622888775,0.06222294363275883,0.0,0.10568176371947922,0.1541579297815196,0.050681754444940774,0.052549682588046626,0.04847284822515347,0.042234172956011125,0.041119038429515586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061630715593564506,0.023116402228093087,0.05437078524056085,0.05437078524056085,0.10413284443003128,0.10109349005246125,0.0992031370489945,0.08560654339762565,0.08238857741552097,0.14214281853771055,0.060300002078575936,0.22811611639950488,0.8539675243488072,0.362778195657082,0.20138119516715766,0.11629494188755972,0.34512994137613007,1.0,0.5216932234702986,0.4409718585257847,0.09644727053507887,0.1754550326173489,0.4409718585257847,0.0479283244193087,0.09644727053507887,0.1890752584638165
Library.borrow_book → Book,0.08222224950764817,0.031911400065411974,0.05874345492562103,0.05874345492562103,0.045960307516429426,0.05874345492562103,0.0,0.2015929098888114,0.14553746368855672,0.047847645642729426,0.04961111979346163,0.04576226080907645,0.03987245042608604,0.038819673894332454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15264628628021745,0.12110465947658242,0.10266077384252789,0.10266077384252789,0.2664040639630009,0.303793594631326,0.2981129406767808,0.3050617697125759,0.15556286479660106,0.23363451748773686,0.11385608739515769,0.46314248696092936,0.36460879656340517,0.8703972554448727,0.4163495675162225,0.30964771162648563,0.6435996964963895,0.5216932234702986,1.0000000000000002,0.6498392761738477,0.2932637976337361,0.3798427029233476,0.6498392761738477,0.44228179929770217,0.2932637976337361,0.40932913783930525
Library.borrow_book → Book,0.08145687244868953,0.04300851472674018,0.07917135384500258,0.07917135384500258,0.06194289685234916,0.07917135384500258,0.07738564211673657,0.20977263993499706,0.28049069976136515,0.13914808413361168,0.06686327055138626,0.06167597986618393,0.11595502792195048,0.11289339687518653,0.1174889093889124,0.1505635645441588,0.19946654027296662,0.14533210578218644,0.1539602008824468,0.10481287844695958,0.10481287844695958,0.2181428989358666,0.34803539901569386,0.06918040879770944,0.06918040879770944,0.35522128843129586,0.3849050595612435,0.3777076976439374,0.4344475836721005,0.1684573139251661,0.2350900763306375,0.07672463761267505,0.7450902452779158,0.21733471927661818,0.447077021129475,0.49411155033388393,0.39698904204053054,0.42532783926981965,0.4409718585257847,0.6498392761738477,1.0,0.43005136132936644,0.29504216068597383,1.0,0.2314263220991985,0.43005136132936644,0.3179456978648521
Library.borrow_book → Member,0.09747861395602316,0.037240942262421126,0.06855423480937604,0.06855423480937604,0.05363616623131609,0.06855423480937604,0.15784146432455498,0.10844997496110437,0.06307933871307173,0.05583870983789968,0.3709429421724334,0.4513267732097255,0.2674413612730523,0.26037994453644014,0.04012138936767578,0.051416081986641195,0.06811600149954339,0.049629586605573005,0.052576002269991026,0.4161937813960457,0.4161937813960457,0.12098752702193155,0.11586188601314854,0.3995026325821297,0.3995026325821297,0.37542639492726343,0.5331945827203457,0.523224346453356,0.2616931641723653,0.09077175639727375,0.15660609398380354,0.3971334802376201,0.4261852212781238,0.10083549179175422,0.3050675171976402,0.3248608837694029,0.9714187636000006,0.697768345745254,0.09644727053507887,0.2932637976337361,0.43005136132936644,1.0,0.24759156851417705,0.43005136132936644,0.13629005558948656,1.0,0.2668116104277015
Library.borrow_book → Member,0.13030329529789472,0.05110983028603779,0.09408449662220238,0.09408449662220238,0.07361079464529252,0.09408449662220238,0.060987564917304345,0.2489215569135211,0.2640791145646247,0.14045998468163168,0.23398903320804176,0.2158360304848687,0.17914654918660805,0.1744164340140299,0.09734438715464691,0.12474809745534515,0.16526622148185535,0.12041361899471639,0.12756235017466655,0.2432503332456182,0.2432503332456182,0.23093125016456412,0.2700768611154081,0.37211793824420936,0.37211793824420936,0.4337672773928425,0.46623762762857207,0.4575194233281812,0.3671290710950402,0.298934898264398,0.3311643896939183,0.31973798367281003,0.421982849774935,0.18343800092169385,0.39513117964594024,0.2162701747144865,0.34241225585339374,0.4374606679824956,0.1754550326173489,0.3798427029233476,0.29504216068597383,0.24759156851417705,1.0,0.29504216068597383,0.3177503807615547,0.24759156851417705,0.6943888203882606
Library.return_book → Book,0.08145687244868953,0.04300851472674018,0.07917135384500258,0.07917135384500258,0.06194289685234916,0.07917135384500258,0.07738564211673657,0.20977263993499706,0.28049069976136515,0.13914808413361168,0.06686327055138626,0.06167597986618393,0.11595502792195048,0.11289339687518653,0.1174889093889124,0.1505635645441588,0.19946654027296662,0.14533210578218644,0.1539602008824468,0.10481287844695958,0.10481287844695958,0.2181428989358666,0.34803539901569386,0.06918040879770944,0.06918040879770944,0.35522128843129586,0.3849050595612435,0.3777076976439374,0.4344475836721005,0.1684573139251661,0.2350900763306375,0.07672463761267505,0.7450902452779158,0.21733471927661818,0.447077021129475,0.49411155033388393,0.39698904204053054,0.42532783926981965,0.4409718585257847,0.6498392761738477,1.0,0.43005136132936644,0.29504216068597383,1.0,0.2314263220991985,0.43005136132936644,0.3179456978648521
Library.return_book → Book,0.025877826473998205,0.0,0.0,0.0,0.0,0.0,0.068212212689238,0.18733972716543212,0.0743447660361213,0.06581102312344395,0.0,0.0,0.05484171105455952,0.05339369204036624,0.10356156848545214,0.132715496143887,0.175821427558374,0.12810418365767248,0.13570948926713056,0.0923881764321368,0.0923881764321368,0.23538103840449218,0.21476083823512054,0.06097964208553355,0.06097964208553355,0.2302098781880803,0.20513915974852182,0.20130325076409536,0.21256343543597084,0.14848808916242076,0.16593497490514392,0.06762956481572713,0.3187428164346978,0.050108998800727785,0.4600834180766047,0.05907762770500064,0.15321461276692777,0.21857216360525145,0.0479283244193087,0.44228179929770217,0.2314263220991985,0.13629005558948656,0.3177503807615547,0.2314263220991985,1.0,0.13629005558948656,0.3424167119816574
Library.return_book → Member,0.09747861395602316,0.037240942262421126,0.06855423480937604,0.06855423480937604,0.05363616623131609,0.06855423480937604,0.15784146432455498,0.10844997496110437,0.06307933871307173,0.05583870983789968,0.3709429421724334,0.4513267732097255,0.2674413612730523,0.26037994453644014,0.04012138936767578,0.051416081986641195,0.06811600149954339,0.049629586605573005,0.052576002269991026,0.4161937813960457,0.4161937813960457,0.12098752702193155,0.11586188601314854,0.3995026325821297,0.3995026325821297,0.37542639492726343,0.5331945827203457,0.523224346453356,0.2616931641723653,0.09077175639727375,0.15660609398380354,0.3971334802376201,0.4261852212781238,0.10083549179175422,0.3050675171976402,0.3248608837694029,0.9714187636000006,0.697768345745254,0.09644727053507887,0.2932637976337361,0.43005136132936644,1.0,0.24759156851417705,0.43005136132936644,0.13629005558948656,1.0,0.2668116104277015
Library.return_book → Member,0.14041848141721724,0.055077384941415806,0.10138808930649056,0.10138808930649056,0.07932505449210694,0.10138808930649056,0.06572190850157411,0.26824484318602476,0.28457905194487465,0.3942601445563134,0.25215313731123185,0.46490111608216683,0.19305334013547965,0.1879560355128797,0.10490103866902001,0.13443204459503494,0.17809551014799663,0.12976108917686474,0.13746476216574527,0.2621333736840161,0.2621333736840161,0.24885798464078834,0.29104239165290713,0.4010047150143097,0.4010047150143097,0.46743976996695236,0.5024307290272179,0.4930357478354742,0.6107133688664967,0.3221406209331322,0.35687202379624594,0.3445586085608717,0.45474054062900926,0.19767792874882506,0.4258044286572469,0.23305879901055043,0.3689930394749889,0.4714198711354921,0.1890752584638165,0.40932913783930525,0.3179456978648521,0.2668116104277015,0.6943888203882606,0.3179456978648521,0.3424167119816574,0.2668116104277015,1.0000000000000002
